번호,제품명,용량,가격,세부스펙,이미지,상품주소
89,삼성전자 990 PRO 히트싱크 M.2 NVMe,1TB,"398,780","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC(토글) / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 삼성 Pascal / [성능] 순차읽기 : 7,450MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,400K / 쓰기IOPS : 1,550K / [지원기능] DEVSLP / TRIM / SLC캐싱 / GC / S.M.A.R.T / RGB/LED / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 1,200TB / SLC : 226GB / PS5 호환 / A/S기간 : 제한보증 , 5년 / 방열판 포함 / 두께 : 8.2mm / 28g",https://img.danuri.io/catalog-image/147/600/020/d0cfd05a03294e598d8bc00b66615a1d.jpg?shrink=130:130&_v=20260921132918,https://prod.danawa.com/info/?pcode=20600144&cate=112760
90,삼성전자 980 M.2 NVMe,1TB,"449,090","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC(토글) / 컨트롤러 : 삼성 Pablo / [성능] 순차읽기 : 3,500MB/s / 순차쓰기 : 3,000MB/s / 읽기IOPS : 500K / 쓰기IOPS : 480K / [지원기능] DEVSLP / HMB / TRIM / SLC캐싱 / GC / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 600TB / SLC : 160GB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.38mm / 8g 닫기",https://img.danuri.io/catalog-image/714/562/013/01b585a56fc748208555d0d09cd21498.jpg?shrink=130:130&_v=20260921103455,https://prod.danawa.com/info/?pcode=13562714&cate=112760
91,삼성전자 980 M.2 NVMe,500GB,"289,850","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC(토글) / 컨트롤러 : 삼성 Pablo / [성능] 순차읽기 : 3,500MB/s / 순차쓰기 : 3,000MB/s / 읽기IOPS : 500K / 쓰기IOPS : 480K / [지원기능] DEVSLP / HMB / TRIM / SLC캐싱 / GC / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 600TB / SLC : 160GB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.38mm / 8g 닫기",https://img.danuri.io/catalog-image/714/562/013/01b585a56fc748208555d0d09cd21498.jpg?shrink=130:130&_v=20260921103455,https://prod.danawa.com/info/?pcode=13562693&cate=112760
92,삼성전자 980 M.2 NVMe,250GB,"255,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / TLC(토글) / 컨트롤러 : 삼성 Pablo / [성능] 순차읽기 : 3,500MB/s / 순차쓰기 : 3,000MB/s / 읽기IOPS : 500K / 쓰기IOPS : 480K / [지원기능] DEVSLP / HMB / TRIM / SLC캐싱 / GC / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 600TB / SLC : 160GB / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.38mm / 8g 닫기",https://img.danuri.io/catalog-image/714/562/013/01b585a56fc748208555d0d09cd21498.jpg?shrink=130:130&_v=20260921103455,https://prod.danawa.com/info/?pcode=13562645&cate=112760
93,PATRIOT P300 M.2 NVMe,2TB,"504,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / QLC / 컨트롤러 : Maxio / [성능] 순차읽기 : 2,700MB/s / 순차쓰기 : 1,900MB/s / 읽기IOPS : 290K / 쓰기IOPS : 260K / [지원기능] TRIM / S.M.A.R.T / HMB / GC / ECC / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 120TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 3.8mm / 20g / [기타] 26년 9월부로 메모리타입 TLC→QLC 변경 닫기",https://img.danuri.io/catalog-image/391/826/012/8f4c8fc2e1f3480787c80efc7170e56e.jpg?shrink=130:130&_v=20260921081058,https://prod.danawa.com/info/?pcode=18617705&cate=112760
94,PATRIOT P300 M.2 NVMe,1TB,"284,480","M.2 (2280) / PCIe3.0x4 (32GT/s) / QLC / 컨트롤러 : Maxio / [성능] 순차읽기 : 2,700MB/s / 순차쓰기 : 1,900MB/s / 읽기IOPS : 290K / 쓰기IOPS : 260K / [지원기능] TRIM / S.M.A.R.T / HMB / GC / ECC / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 120TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 3.8mm / 20g / [기타] 26년 9월부로 메모리타입 TLC→QLC 변경 닫기",https://img.danuri.io/catalog-image/391/826/012/8f4c8fc2e1f3480787c80efc7170e56e.jpg?shrink=130:130&_v=20260921081058,https://prod.danawa.com/info/?pcode=12825845&cate=112760
95,PATRIOT P300 M.2 NVMe,512GB,"133,400","M.2 (2280) / PCIe3.0x4 (32GT/s) / QLC / 컨트롤러 : Maxio / [성능] 순차읽기 : 2,700MB/s / 순차쓰기 : 1,900MB/s / 읽기IOPS : 290K / 쓰기IOPS : 260K / [지원기능] TRIM / S.M.A.R.T / HMB / GC / ECC / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 120TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 3.8mm / 20g / [기타] 26년 9월부로 메모리타입 TLC→QLC 변경 닫기",https://img.danuri.io/catalog-image/391/826/012/8f4c8fc2e1f3480787c80efc7170e56e.jpg?shrink=130:130&_v=20260921081058,https://prod.danawa.com/info/?pcode=12826274&cate=112760
96,PATRIOT P300 M.2 NVMe,256GB,"86,160","M.2 (2280) / PCIe3.0x4 (32GT/s) / QLC / 컨트롤러 : Maxio / [성능] 순차읽기 : 2,700MB/s / 순차쓰기 : 1,900MB/s / 읽기IOPS : 290K / 쓰기IOPS : 260K / [지원기능] TRIM / S.M.A.R.T / HMB / GC / ECC / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 120TB / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 3.8mm / 20g / [기타] 26년 9월부로 메모리타입 TLC→QLC 변경 닫기",https://img.danuri.io/catalog-image/391/826/012/8f4c8fc2e1f3480787c80efc7170e56e.jpg?shrink=130:130&_v=20260921081058,https://prod.danawa.com/info/?pcode=12826391&cate=112760
97,ADATA Ultimate SU650 파인인포,2TB,"238,410","6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : Maxio / [성능] 순차읽기 : 520MB/s / 순차쓰기 : 450MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 280TB / A/S기간 : 제한보증 , 3년 / 두께 : 7mm / 50.8g 닫기",https://img.danuri.io/catalog-image/920/552/102/35e07dbb70b147fa91dd5e5477676203.jpg?shrink=130:130&_v=20260921081230,https://prod.danawa.com/info/?pcode=102552779&cate=112760
98,ADATA Ultimate SU650 파인인포,1TB,"228,800","6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : Maxio / [성능] 순차읽기 : 520MB/s / 순차쓰기 : 450MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 280TB / A/S기간 : 제한보증 , 3년 / 두께 : 7mm / 50.8g 닫기",https://img.danuri.io/catalog-image/920/552/102/35e07dbb70b147fa91dd5e5477676203.jpg?shrink=130:130&_v=20260921081230,https://prod.danawa.com/info/?pcode=102552866&cate=112760
99,ADATA Ultimate SU650 파인인포,512GB,"124,780","6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : Maxio / [성능] 순차읽기 : 520MB/s / 순차쓰기 : 450MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 280TB / A/S기간 : 제한보증 , 3년 / 두께 : 7mm / 50.8g 닫기",https://img.danuri.io/catalog-image/920/552/102/35e07dbb70b147fa91dd5e5477676203.jpg?shrink=130:130&_v=20260921081230,https://prod.danawa.com/info/?pcode=102552920&cate=112760
100,ADATA Ultimate SU650 파인인포,256GB,"78,400","6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : Maxio / [성능] 순차읽기 : 520MB/s / 순차쓰기 : 450MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 280TB / A/S기간 : 제한보증 , 3년 / 두께 : 7mm / 50.8g 닫기",https://img.danuri.io/catalog-image/920/552/102/35e07dbb70b147fa91dd5e5477676203.jpg?shrink=130:130&_v=20260921081230,https://prod.danawa.com/info/?pcode=102552941&cate=112760
101,Western Digital WD BLACK SN8100 M.2 NVMe,4TB,"1,815,000","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 실리콘모션 SM2508 / [성능] 순차읽기 : 14,900MB/s / 순차쓰기 : 14,000MB/s / 읽기IOPS : 2,300K / 쓰기IOPS : 2,400K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 175만 / TBW : 1,200TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 7.5g 닫기",https://img.danuri.io/catalog-image/342/186/092/b2943f0c609b45ebac1937927fa5a6ab.jpg?shrink=130:130&_v=20260921123403,https://prod.danawa.com/info/?pcode=92184953&cate=112760
102,Western Digital WD BLACK SN8100 M.2 NVMe,2TB,"701,000","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 실리콘모션 SM2508 / [성능] 순차읽기 : 14,900MB/s / 순차쓰기 : 14,000MB/s / 읽기IOPS : 2,300K / 쓰기IOPS : 2,400K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 175만 / TBW : 1,200TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 7.5g 닫기",https://img.danuri.io/catalog-image/342/186/092/b2943f0c609b45ebac1937927fa5a6ab.jpg?shrink=130:130&_v=20260921123403,https://prod.danawa.com/info/?pcode=92186342&cate=112760
103,Western Digital WD BLACK SN8100 M.2 NVMe,1TB,"425,830","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 실리콘모션 SM2508 / [성능] 순차읽기 : 14,900MB/s / 순차쓰기 : 14,000MB/s / 읽기IOPS : 2,300K / 쓰기IOPS : 2,400K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 175만 / TBW : 1,200TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 7.5g 닫기",https://img.danuri.io/catalog-image/342/186/092/b2943f0c609b45ebac1937927fa5a6ab.jpg?shrink=130:130&_v=20260921123403,https://prod.danawa.com/info/?pcode=92186393&cate=112760
104,삼성전자 990 M.2 NVMe,2TB,"785,590","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 삼성 PiccoloQ / [성능] 순차읽기 : 7,150MB/s / 순차쓰기 : 6,450MB/s / 읽기IOPS : 700K / 쓰기IOPS : 1,100K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / HMB / GC / DEVSLP / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 400TB / PS5 호환 / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 9g 닫기",https://img.danuri.io/catalog-image/360/606/123/6de82de5bf9645828800dfef64415ee5.jpeg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=123606381&cate=112760
105,삼성전자 990 M.2 NVMe,1TB,"316,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 삼성 PiccoloQ / [성능] 순차읽기 : 7,150MB/s / 순차쓰기 : 6,450MB/s / 읽기IOPS : 700K / 쓰기IOPS : 1,100K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / HMB / GC / DEVSLP / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 400TB / PS5 호환 / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 9g 닫기",https://img.danuri.io/catalog-image/360/606/123/6de82de5bf9645828800dfef64415ee5.jpeg?shrink=130:130&_v=20260921080622,https://prod.danawa.com/info/?pcode=123606360&cate=112760
106,Seagate 파이어쿠다 530R M.2 NVMe,4TB,"1,199,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 파이슨 PS5018-E18 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,300K / 쓰기IOPS : 1,300K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / 전용 S/W / [환경특성] MTBF : 180만 / TBW : 2,400TB / PS5 호환 / A/S기간 : 5년 , 데이터 복구 3년 , 제한보증 / 방열판 미포함 / 두께 : 3.58mm / 8.8g 닫기",https://img.danuri.io/catalog-image/369/436/061/c92195ae3f3b44b09488ee7565ee4844.jpg?shrink=130:130&_v=20260921080455,https://prod.danawa.com/info/?pcode=61436288&cate=112760
107,Seagate 파이어쿠다 530R M.2 NVMe,2TB,"592,800","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 파이슨 PS5018-E18 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,300K / 쓰기IOPS : 1,300K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / 전용 S/W / [환경특성] MTBF : 180만 / TBW : 2,400TB / PS5 호환 / A/S기간 : 5년 , 데이터 복구 3년 , 제한보증 / 방열판 미포함 / 두께 : 3.58mm / 8.8g 닫기",https://img.danuri.io/catalog-image/369/436/061/c92195ae3f3b44b09488ee7565ee4844.jpg?shrink=130:130&_v=20260921080455,https://prod.danawa.com/info/?pcode=61436369&cate=112760
108,BIWIN M560 M.2 NVMe,2TB,"619,900","M.2 (2280) / PCIe5.0x4 (128GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 11,000MB/s / 순차쓰기 : 9,700MB/s / 읽기IOPS : 1,400K / 쓰기IOPS : 1,600K / [지원기능] TRIM / SLC캐싱 / ECC / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 750TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.45mm / 10g 닫기",https://img.danuri.io/catalog-image/192/710/122/db8ced58f9b74504804b60634362b321.jpeg?shrink=130:130&_v=20260921132638,https://prod.danawa.com/info/?pcode=122710177&cate=112760
109,BIWIN M560 M.2 NVMe,1TB,"309,900","M.2 (2280) / PCIe5.0x4 (128GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 11,000MB/s / 순차쓰기 : 9,700MB/s / 읽기IOPS : 1,400K / 쓰기IOPS : 1,600K / [지원기능] TRIM / SLC캐싱 / ECC / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 750TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.45mm / 10g 닫기",https://img.danuri.io/catalog-image/192/710/122/db8ced58f9b74504804b60634362b321.jpeg?shrink=130:130&_v=20260921132638,https://prod.danawa.com/info/?pcode=122710192&cate=112760
110,삼성전자 990 PRO M.2 NVMe 병행수입,4TB,"1,122,400","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC(토글) / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 삼성 Pascal / [성능] 순차읽기 : 7,450MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,400K / 쓰기IOPS : 1,550K / [지원기능] TRIM / DEVSLP / SLC캐싱 / GC / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 1,200TB / SLC : 226GB / PS5 호환 / 방열판 미포함 / 두께 : 2.3mm / 9g 닫기",https://img.danuri.io/catalog-image/834/518/018/cfc352c5d42149a78da07587b309f24d.jpg?shrink=130:130&_v=20260921120103,https://prod.danawa.com/info/?pcode=41420363&cate=112760
111,삼성전자 990 PRO M.2 NVMe 병행수입,2TB,"565,580","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC(토글) / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 삼성 Pascal / [성능] 순차읽기 : 7,450MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,400K / 쓰기IOPS : 1,550K / [지원기능] TRIM / DEVSLP / SLC캐싱 / GC / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 1,200TB / SLC : 226GB / PS5 호환 / 방열판 미포함 / 두께 : 2.3mm / 9g 닫기",https://img.danuri.io/catalog-image/834/518/018/cfc352c5d42149a78da07587b309f24d.jpg?shrink=130:130&_v=20260921120103,https://prod.danawa.com/info/?pcode=18518834&cate=112760
112,삼성전자 990 PRO M.2 NVMe 병행수입,1TB,"381,330","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC(토글) / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 삼성 Pascal / [성능] 순차읽기 : 7,450MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,400K / 쓰기IOPS : 1,550K / [지원기능] TRIM / DEVSLP / SLC캐싱 / GC / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 1,200TB / SLC : 226GB / PS5 호환 / 방열판 미포함 / 두께 : 2.3mm / 9g 닫기",https://img.danuri.io/catalog-image/834/518/018/cfc352c5d42149a78da07587b309f24d.jpg?shrink=130:130&_v=20260921120103,https://prod.danawa.com/info/?pcode=18518807&cate=112760
113,Apacer AS2280P4X M.2 NVMe,1TB,"240,900","M.2 (2280) / PCIe3.0x4 (32GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 2,100MB/s / 순차쓰기 : 1,700MB/s / 읽기IOPS : 530K / 쓰기IOPS : 420K / [지원기능] ECC / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 150만 / TBW : 350TB / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 2.25mm / 6.8g 닫기",https://img.danuri.io/catalog-image/047/329/100/07ef298165124be29df07eecd83c9827.jpg?shrink=130:130&_v=20260921094848,https://prod.danawa.com/info/?pcode=100329047&cate=112760
114,Apacer AS2280P4X M.2 NVMe,512GB,"146,640","M.2 (2280) / PCIe3.0x4 (32GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 2,100MB/s / 순차쓰기 : 1,700MB/s / 읽기IOPS : 530K / 쓰기IOPS : 420K / [지원기능] ECC / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 150만 / TBW : 350TB / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 2.25mm / 6.8g 닫기",https://img.danuri.io/catalog-image/047/329/100/07ef298165124be29df07eecd83c9827.jpg?shrink=130:130&_v=20260921094848,https://prod.danawa.com/info/?pcode=100329014&cate=112760
115,삼성전자 9100 PRO 히트싱크 M.2 NVMe,4TB,"1,994,980","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC(토글) / DRAM 탑재 / DDR4 8GB / 컨트롤러 : 삼성 Presto / [성능] 순차읽기 : 14,800MB/s / 순차쓰기 : 13,400MB/s / 읽기IOPS : 2,200K / 쓰기IOPS : 2,600K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 4,800TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 11.25mm / 35g 닫기",https://img.danuri.io/catalog-image/388/230/098/9e2e2c675768459dbf458b0ca6ece7ce.jpg?shrink=130:130&_v=20260921095632,https://prod.danawa.com/info/?pcode=78716765&cate=112760
116,삼성전자 9100 PRO 히트싱크 M.2 NVMe,2TB,"910,740","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC(토글) / DRAM 탑재 / DDR4 8GB / 컨트롤러 : 삼성 Presto / [성능] 순차읽기 : 14,800MB/s / 순차쓰기 : 13,400MB/s / 읽기IOPS : 2,200K / 쓰기IOPS : 2,600K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 4,800TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 11.25mm / 35g 닫기",https://img.danuri.io/catalog-image/388/230/098/9e2e2c675768459dbf458b0ca6ece7ce.jpg?shrink=130:130&_v=20260921095632,https://prod.danawa.com/info/?pcode=78716747&cate=112760
117,삼성전자 9100 PRO 히트싱크 M.2 NVMe,1TB,"461,990","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC(토글) / DRAM 탑재 / DDR4 8GB / 컨트롤러 : 삼성 Presto / [성능] 순차읽기 : 14,800MB/s / 순차쓰기 : 13,400MB/s / 읽기IOPS : 2,200K / 쓰기IOPS : 2,600K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / GC / DEVSLP / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 4,800TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 11.25mm / 35g 닫기",https://img.danuri.io/catalog-image/388/230/098/9e2e2c675768459dbf458b0ca6ece7ce.jpg?shrink=130:130&_v=20260921095632,https://prod.danawa.com/info/?pcode=78716753&cate=112760
118,Seagate Game Drive for PS5 M.2 NVMe,2TB,"599,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 파이슨 PS5018-E18 / [성능] 순차읽기 : 7,300MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,000K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 180만 / TBW : 2,550TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 10.39mm / 47g / [기타] ※ 23년 11월부로 신규 모델 넘버 ZP2000GP3A3001 추가(제원 정보 소폭 변동) 닫기",https://img.danuri.io/catalog-image/601/947/017/540dc7ecaa0141f9bd4a24c2c9ad9d3b.jpg?shrink=130:130&_v=20260921123343,https://prod.danawa.com/info/?pcode=17947601&cate=112760
119,Seagate Game Drive for PS5 M.2 NVMe,1TB,"395,260","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 파이슨 PS5018-E18 / [성능] 순차읽기 : 7,300MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,000K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 180만 / TBW : 2,550TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 10.39mm / 47g / [기타] ※ 23년 11월부로 신규 모델 넘버 ZP2000GP3A3001 추가(제원 정보 소폭 변동) 닫기",https://img.danuri.io/catalog-image/601/947/017/540dc7ecaa0141f9bd4a24c2c9ad9d3b.jpg?shrink=130:130&_v=20260921123343,https://prod.danawa.com/info/?pcode=17947481&cate=112760
120,Western Digital WD BLACK SN7100 M.2 NVMe,4TB,"981,990","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : WD Polaris 3 / [성능] 순차읽기 : 7,250MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,400K / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 1.14mm / 5.8g 닫기",https://img.danuri.io/catalog-image/179/118/074/235e721f5d964f53919cb61c66f325d8.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=75001856&cate=112760
121,Western Digital WD BLACK SN7100 M.2 NVMe,2TB,"506,800","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : WD Polaris 3 / [성능] 순차읽기 : 7,250MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,400K / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 1.14mm / 5.8g 닫기",https://img.danuri.io/catalog-image/179/118/074/235e721f5d964f53919cb61c66f325d8.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=74118173&cate=112760
122,Western Digital WD BLACK SN7100 M.2 NVMe,1TB,"328,990","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : WD Polaris 3 / [성능] 순차읽기 : 7,250MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,400K / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 1.14mm / 5.8g 닫기",https://img.danuri.io/catalog-image/179/118/074/235e721f5d964f53919cb61c66f325d8.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=74118179&cate=112760
123,Western Digital WD BLACK SN7100 M.2 NVMe,500GB,"276,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : WD Polaris 3 / [성능] 순차읽기 : 7,250MB/s / 순차쓰기 : 6,900MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,400K / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 1.14mm / 5.8g 닫기",https://img.danuri.io/catalog-image/179/118/074/235e721f5d964f53919cb61c66f325d8.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=74118188&cate=112760
124,BIWIN Black Opal X570 PRO M.2 NVMe,4TB,"1,142,100","M.2 (2280) / PCIe5.0x4 (128GT/s) / TLC / DRAM 탑재 / DDR4 4GB / 컨트롤러 : 실리콘모션 SM2508 / [성능] 순차읽기 : 14,000MB/s / 순차쓰기 : 13,000MB/s / 읽기IOPS : 2,000K / 쓰기IOPS : 1,600K / [지원기능] TRIM / ECC / SLC캐싱 / GC / S.M.A.R.T / [환경특성] MTBF : 150만 / TBW : 3,000TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.5mm / 9g 닫기",https://img.danuri.io/catalog-image/731/424/095/26e378440b864054ad6b861e819fd1bc.jpg?shrink=130:130&_v=20260921120349,https://prod.danawa.com/info/?pcode=95424731&cate=112760
